measure,region_name,sex,age,cause,metric,year,val,upper,lower
Incidence,Eastern Cape,Female,30-34 years,HIV/AIDS,Number,2006,3769.768845,5287.98427,2566.478216
Incidence,Eastern Cape,Male,30-34 years,HIV/AIDS,Number,2007,4817.488267,6847.606718,3157.350043
Incidence,Eastern Cape,Female,30-34 years,HIV/AIDS,Number,2007,3699.779236,5204.679197,2502.526545
Incidence,Eastern Cape,Male,30-34 years,HIV/AIDS,Number,2008,4874.076653,6929.022684,3206.008453
Incidence,Eastern Cape,Female,30-34 years,HIV/AIDS,Number,2008,3681.058474,5151.08809,2472.808954
Incidence,Eastern Cape,Male,30-34 years,HIV/AIDS,Number,2009,4970.399191,7020.713669,3327.119126
Incidence,Eastern Cape,Female,30-34 years,HIV/AIDS,Number,2009,3701.23851,5169.049413,2475.223657
Incidence,Eastern Cape,Male,30-34 years,HIV/AIDS,Number,2010,5070.40901,7180.258686,3386.285571
Incidence,Eastern Cape,Female,30-34 years,HIV/AIDS,Number,2010,3733.788152,5208.303849,2502.196047
Incidence,Eastern Cape,Male,30-34 years,HIV/AIDS,Number,2011,5142.900863,7313.347938,3461.826778
Incidence,Eastern Cape,Female,30-34 years,HIV/AIDS,Number,2011,3761.203395,5283.885005,2506.076464
Incidence,Eastern Cape,Male,30-34 years,HIV/AIDS,Number,2012,5199.612628,7523.06344,3396.231141
Incidence,Eastern Cape,Female,30-34 years,HIV/AIDS,Number,2012,3794.265044,5492.57007,2484.658506
Incidence,Eastern Cape,Male,30-34 years,HIV/AIDS,Number,2013,5250.685347,7679.312898,3330.058399
Incidence,Eastern Cape,Female,30-34 years,HIV/AIDS,Number,2013,3834.343983,5652.369641,2448.875513
Incidence,Eastern Cape,Male,30-34 years,HIV/AIDS,Number,2014,5296.711942,7645.871905,3337.87969
Incidence,Eastern Cape,Female,30-34 years,HIV/AIDS,Number,2014,3882.565148,5820.973149,2479.248016
Incidence,Eastern Cape,Male,30-34 years,HIV/AIDS,Number,2015,5345.995572,7897.954848,3276.175584
Incidence,Eastern Cape,Female,30-34 years,HIV/AIDS,Number,2015,3949.949198,6080.110715,2485.353559
Incidence,Eastern Cape,Male,30-34 years,HIV/AIDS,Number,2016,5328.838032,8119.453359,3135.958979
Incidence,Eastern Cape,Female,30-34 years,HIV/AIDS,Number,2016,3980.016944,6226.351083,2444.198956
Incidence,Eastern Cape,Male,30-34 years,HIV/AIDS,Number,2017,5078.718903,7972.275341,2873.955821
Incidence,Eastern Cape,Female,30-34 years,HIV/AIDS,Number,2017,3832.736622,6179.062619,2252.694747
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,1990,311.2158033,600.0919696,143.2122184
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,1990,303.0933235,543.5711524,147.8396102
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,1991,541.3686495,974.5871122,267.7319792
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,1991,534.058282,901.4374752,278.0760338
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,1992,919.4525359,1637.906127,486.0853144
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,1992,909.8141974,1461.769491,510.31766
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,1993,1493.258784,2496.969618,814.0388141
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,1993,1472.947551,2275.518344,880.5177938
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,1994,2274.387336,3667.656498,1280.305476
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,1994,2234.571843,3382.124149,1377.395103
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,1995,3202.155424,4995.251351,1851.29652
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,1995,3136.568124,4560.786429,2022.642968
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,1996,4131.962276,6324.87898,2486.113888
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,1996,4041.435389,5577.168279,2679.410247
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,1997,4867.62524,7389.13798,2971.777441
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,1997,4770.879434,6494.452766,3278.129951
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,1998,5272.306771,7911.228514,3296.295345
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,1998,5189.75116,7061.02764,3565.339001
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,1999,5324.446967,7980.44276,3343.175445
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,1999,5281.679471,7128.761299,3613.878737
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,2000,5105.688773,7770.527618,3179.839762
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,2000,5114.907984,7001.973721,3460.984652
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,2001,4748.756899,7247.362016,2939.855587
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,2001,4788.367464,6651.251078,3206.79051
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,2002,4372.034435,6672.71663,2713.808061
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,2002,4417.308107,6173.38497,2989.207335
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,2003,4052.812641,6090.20009,2542.825893
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,2003,4084.132709,5694.611361,2780.3093
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,2004,3819.948829,5703.241848,2412.745383
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,2004,3822.694176,5346.325404,2610.612163
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,2005,3672.878974,5478.725845,2327.897733
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,2005,3636.990639,5096.732233,2504.431003
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,2006,3593.335526,5332.351364,2280.602982
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,2006,3512.856087,4974.940397,2415.747125
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,2007,3552.248701,5269.326832,2247.734266
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,2007,3422.113033,4854.801884,2372.209219
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,2008,3541.658511,5240.696795,2234.237936
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,2008,3355.167558,4736.929166,2337.056727
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,2009,3548.534845,5182.465861,2247.699641
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,2009,3300.947819,4597.172349,2293.968118
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,2010,3545.38317,5184.617485,2235.80376
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,2010,3236.226809,4500.943626,2259.721843
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,2011,3521.40578,5183.577613,2223.182034
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,2011,3151.99287,4474.661075,2171.198121
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,2012,3498.012651,5178.307357,2180.462993
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,2012,3065.035609,4385.139102,2075.688645
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,2013,3485.839969,5216.302107,2123.255622
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,2013,2988.532558,4379.038865,1981.271833
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,2014,3492.799328,5285.814671,2082.265373
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,2014,2937.631468,4383.058011,1919.985585
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,2015,3539.795874,5372.501384,2069.18313
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,2015,2933.216145,4452.615103,1894.621038
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,2016,3594.95656,5540.844523,2050.984726
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,2016,2943.704753,4550.679532,1850.411831
Incidence,Eastern Cape,Male,35-39 years,HIV/AIDS,Number,2017,3536.78071,5603.631211,1948.053659
Incidence,Eastern Cape,Female,35-39 years,HIV/AIDS,Number,2017,2869.651896,4565.579506,1732.185637
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,1990,136.9219195,271.0164846,60.48048309
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,1990,189.2231445,351.8859897,94.62840689
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,1991,260.2492768,491.9143387,122.359025
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,1991,346.71757,611.3925123,183.8689215
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,1992,459.1215113,855.7172834,222.4609449
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,1992,606.3274133,1002.039725,337.7469304
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,1993,757.3674634,1370.572066,380.8894447
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,1993,1002.393796,1581.593805,595.4933015
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,1994,1171.989593,2001.572089,606.6840274
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,1994,1556.86607,2335.089751,949.7373345
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,1995,1629.016332,2680.633549,893.3264435
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,1995,2200.029702,3173.127407,1400.556247
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,1996,2081.128935,3348.294057,1162.56239
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,1996,2848.869453,4038.968181,1880.57765
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,1997,2490.310289,3989.152168,1436.223679
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,1997,3429.647838,4755.046923,2354.660328
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,1998,2779.91759,4382.249704,1598.00853
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,1998,3837.85002,5295.117824,2658.80787
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,1999,2906.536705,4633.117559,1673.260489
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,1999,4031.601705,5557.581485,2759.770949
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,2000,2874.377965,4518.681274,1629.555459
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,2000,4021.18667,5572.331628,2705.352879
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,2001,2724.814216,4303.060468,1540.220535
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,2001,3853.026425,5400.489296,2565.052923
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,2002,2515.661792,3954.551783,1457.834592
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,2002,3608.896459,5093.755562,2405.514978
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,2003,2309.200934,3614.36463,1343.692788
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,2003,3371.110521,4731.291287,2257.517128
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,2004,2137.89837,3375.674092,1246.16646
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,2004,3179.92132,4465.274589,2137.209245
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,2005,2010.117061,3147.534478,1177.099446
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,2005,3042.754265,4256.217614,2058.566988
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,2006,1924.708762,3016.506408,1140.474488
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,2006,2954.861109,4089.107535,2020.767072
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,2007,1874.873008,2968.004304,1119.533584
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,2007,2902.923777,4010.576203,1985.237707
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,2008,1852.030407,2910.521114,1105.740188
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,2008,2873.127596,3941.575311,1975.789438
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,2009,1840.991931,2880.711386,1108.326788
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,2009,2845.41546,3900.835149,1940.785482
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,2010,1823.465612,2878.018677,1075.404398
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,2010,2796.386451,3877.468833,1876.185926
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,2011,1793.480853,2831.774601,1041.299784
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,2011,2720.420104,3812.646986,1805.576675
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,2012,1758.925623,2823.229003,997.573676
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,2012,2630.206185,3737.113868,1728.164274
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,2013,1723.330806,2803.842111,965.342768
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,2013,2531.428283,3633.747344,1628.332139
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,2014,1688.916778,2755.220569,941.5741437
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,2014,2435.509294,3548.542351,1554.435397
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,2015,1667.701433,2730.690631,916.2336375
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,2015,2363.214861,3513.393484,1482.860691
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,2016,1651.063086,2719.763713,879.4032367
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,2016,2295.338537,3482.054447,1397.630169
Incidence,Eastern Cape,Male,40-44 years,HIV/AIDS,Number,2017,1590.50781,2718.300575,810.8146398
Incidence,Eastern Cape,Female,40-44 years,HIV/AIDS,Number,2017,2161.34311,3426.639925,1252.664176
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,1990,87.98883878,170.7263482,40.82819131
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,1990,141.9673155,264.7762315,69.82357004
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,1991,155.1654678,283.9464619,75.6693628
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,1991,249.3273972,435.927002,133.6712049
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,1992,262.7581011,452.9924163,130.417756
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,1992,420.6207224,689.898624,239.5949606
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,1993,421.8647514,710.4506067,217.3045558
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,1993,674.8423921,1044.548224,402.9673372
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,1994,631.3782525,1057.70517,338.4488874
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,1994,1019.037331,1529.002794,640.7057073
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,1995,937.3071766,1538.795579,528.5538548
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,1995,1467.45582,2109.751703,967.8021279
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,1996,1310.969295,2081.625331,756.2159648
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,1996,1979.762464,2748.896398,1345.884391
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,1997,1650.916548,2635.200449,987.0940242
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,1997,2451.272572,3338.29883,1739.221808
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,1998,1901.636398,2990.251771,1126.666977
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,1998,2803.46862,3794.87936,1992.174652
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,1999,2044.218712,3277.753655,1212.131188
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,1999,3014.16192,4084.412206,2111.194264
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,2000,2020.724085,3262.508136,1202.433906
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,2000,3039.200147,4084.937417,2115.118216
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,2001,1897.889131,3068.002613,1122.478092
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,2001,2929.05914,3961.081815,2035.893331
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,2002,1780.188529,2842.682227,1049.318438
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,2002,2801.083878,3805.19684,1934.34043
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,2003,1683.024981,2631.564749,998.060364
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,2003,2693.142669,3694.488099,1873.634843
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,2004,1611.147134,2491.826157,957.1255573
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,2004,2620.478295,3631.922041,1832.270047
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,2005,1558.154924,2397.040307,930.2438644
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,2005,2578.548897,3564.761543,1799.201064
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,2006,1514.105547,2328.306246,898.3417484
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,2006,2556.358767,3521.391873,1802.989647
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,2007,1471.084816,2271.625006,874.7117743
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,2007,2540.110021,3516.497356,1799.256687
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,2008,1430.580126,2196.095787,849.6882363
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,2008,2528.050996,3517.845719,1782.059944
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,2009,1390.867421,2129.825333,835.1706765
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,2009,2511.064923,3488.441024,1741.496589
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,2010,1344.839651,2063.373151,813.2828234
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,2010,2471.83582,3424.312285,1693.991692
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,2011,1293.628799,2023.133993,770.5036948
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,2011,2409.117973,3338.647631,1639.896175
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,2012,1247.939173,1933.544101,744.200911
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,2012,2340.605247,3299.760412,1564.594471
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,2013,1207.761438,1912.907958,716.5445585
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,2013,2267.142271,3217.12232,1487.509513
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,2014,1171.342422,1844.225657,680.4016763
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,2014,2190.793048,3178.329211,1428.681284
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,2015,1144.893737,1818.729289,642.4039247
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,2015,2127.102246,3138.873707,1335.179105
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,2016,1119.977085,1824.526576,609.9358779
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,2016,2060.033556,3099.307456,1252.417974
Incidence,Eastern Cape,Male,45-49 years,HIV/AIDS,Number,2017,1061.364891,1786.523312,555.6571595
Incidence,Eastern Cape,Female,45-49 years,HIV/AIDS,Number,2017,1925.321747,3023.507012,1131.149318
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,1990,56.52550317,109.8671274,26.12164325
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,1990,101.4707916,189.4657511,49.88334057
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,1991,100.154651,183.326227,48.63977001
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,1991,177.9118132,311.6582733,94.91304817
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,1992,170.5982878,294.5762129,84.24745348
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,1992,298.2696208,490.2320582,169.6957182
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,1993,275.0710221,463.7202101,141.272585
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,1993,470.7889202,730.582907,280.5663238
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,1994,414.2870387,693.32574,223.4234603
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,1994,693.9406656,1041.483762,436.4271034
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,1995,584.5970967,966.7123429,327.7261412
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,1995,966.0072185,1391.961836,632.9377455
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,1996,767.8529554,1235.301913,435.4484332
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,1996,1251.795804,1745.446297,843.3440606
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,1997,927.9122354,1487.870992,547.7633407
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,1997,1492.613603,2036.180995,1054.294469
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,1998,1036.443967,1635.890571,614.9651287
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,1998,1651.980127,2242.024558,1169.821572
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,1999,1076.648371,1712.767176,648.2593757
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,1999,1721.686258,2321.854564,1211.624323
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,2000,1122.397502,1791.235069,677.2826232
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,2000,1755.800942,2361.425125,1226.033381
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,2001,1164.736531,1878.505292,695.1936475
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,2001,1767.405232,2394.254163,1235.643347
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,2002,1152.489839,1858.862131,684.3391023
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,2002,1739.25169,2367.163393,1214.256642
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,2003,1121.787717,1756.399467,669.387124
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,2003,1709.267766,2345.680275,1199.688922
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,2004,1099.691292,1679.909465,657.9968855
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,2004,1702.748463,2348.382345,1203.360541
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,2005,1058.899554,1624.599293,643.8720837
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,2005,1696.174127,2327.282671,1200.816491
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,2006,1015.302676,1541.82525,619.9144806
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,2006,1695.065844,2322.826971,1204.429554
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,2007,999.5185377,1530.738703,608.1604747
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,2007,1722.889713,2359.630892,1240.252361
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,2008,1000.133507,1534.554758,612.2235901
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,2008,1766.940524,2437.59292,1256.702117
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,2009,1005.519886,1528.670548,610.522933
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,2009,1810.598683,2513.675711,1270.426692
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,2010,1000.577712,1521.98554,610.748333
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,2010,1831.728547,2515.799234,1272.054273
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,2011,977.7291583,1494.2249,590.2239396
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,2011,1821.422534,2520.524953,1242.70844
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,2012,943.1036539,1454.43791,568.4554839
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,2012,1790.017638,2476.847783,1202.811658
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,2013,902.3206001,1400.993564,531.9577764
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,2013,1745.084065,2447.263952,1163.292366
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,2014,859.3300652,1352.365615,499.1329628
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,2014,1693.812802,2419.955926,1100.000284
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,2015,822.1900836,1326.142775,469.4082401
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,2015,1650.026498,2384.151178,1047.412071
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,2016,788.8884001,1287.357712,432.8422386
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,2016,1604.069975,2375.304958,989.6029949
Incidence,Eastern Cape,Male,50-54 years,HIV/AIDS,Number,2017,738.1061405,1235.807021,393.1182943
Incidence,Eastern Cape,Female,50-54 years,HIV/AIDS,Number,2017,1509.751689,2351.787187,906.4219092
Incidence,Eastern Cape,Male,55-59 years,HIV/AIDS,Number,1990,40.49100792,78.69385973,18.74761685
Incidence,Eastern Cape,Female,55-59 years,HIV/AIDS,Number,1990,70.16507089,131.0182928,34.48801961
Incidence,Eastern Cape,Male,55-59 years,HIV/AIDS,Number,1991,70.22102678,128.6283303,34.12847861
Incidence,Eastern Cape,Female,55-59 years,HIV/AIDS,Number,1991,121.6897932,213.3885706,64.92524306
Incidence,Eastern Cape,Male,55-59 years,HIV/AIDS,Number,1992,117.5578393,203.2525909,58.07167935
Incidence,Eastern Cape,Female,55-59 years,HIV/AIDS,Number,1992,202.8073296,333.6052788,115.3378307
Incidence,Eastern Cape,Male,55-59 years,HIV/AIDS,Number,1993,188.5147368,317.9811268,96.7766992
